dataset	lang	model	measure1	measure2	corr
wiki	de	bm25	prec2.lower.depunc	bleu.lower.stem	0.9623515200690815
wiki	de	bm25	prec2.lower.depunc	bleu.lower.depunc	0.9663865546218487
wiki	de	bm25	prec2.lower.depunc	bleu.lower.stem.depunc	0.9663865546218487
wiki	de	bm25	prec2.lower.depunc	prec1.lower	0.9790880682441959
wiki	de	bm25	prec2.lower.depunc	prec1.lower.stem	0.9790880682441959
wiki	de	bm25	prec2.lower.depunc	prec1.lower.depunc	1.0
wiki	de	bm25	prec2.lower.depunc	prec1.lower.stem.depunc	1.0
wiki	de	bm25	prec2.lower.depunc	prec2.lower	0.9623515200690815
wiki	de	bm25	prec2.lower.depunc	prec2.lower.stem	0.9704727739241699
wiki	de	bm25	prec2.lower.depunc	prec2.lower.stem.depunc	0.9915610305527968
wiki	de	bm25	prec2.lower.depunc	prec3.lower	0.9579831932773111
wiki	de	bm25	prec2.lower.depunc	prec3.lower.stem	0.9579831932773111
wiki	de	bm25	prec2.lower.depunc	prec3.lower.depunc	0.9747899159663866
wiki	de	bm25	prec2.lower.depunc	prec3.lower.stem.depunc	0.9623515200690814
wiki	de	bm25	prec2.lower.depunc	prec4.lower	0.9535949865515757
wiki	de	bm25	prec2.lower.depunc	prec4.lower.stem	0.9623515200690814
wiki	de	bm25	prec2.lower.depunc	prec4.lower.depunc	0.9620338802378728
wiki	de	bm25	prec2.lower.depunc	prec4.lower.stem.depunc	0.9663865546218487
wiki	de	bm25	prec2.lower.stem.depunc	size	0.9434563530497263
wiki	de	bm25	prec2.lower.stem.depunc	bpe.tokens	0.06933752452815363
wiki	de	bm25	prec2.lower.stem.depunc	map	0.7511150305870526
wiki	de	bm25	prec2.lower.stem.depunc	map.gm	0.8355099778440249
wiki	de	bm25	prec2.lower.stem.depunc	p.5	0.7511150305870526
wiki	de	bm25	prec2.lower.stem.depunc	p.10	0.7627392542713822
wiki	de	bm25	prec2.lower.stem.depunc	r.10	0.7511150305870526
wiki	de	bm25	prec2.lower.stem.depunc	rbo	0.7511150305870526
wiki	de	bm25	prec2.lower.stem.depunc	ndcg	0.7511150305870526
wiki	de	bm25	prec2.lower.stem.depunc	bleu.lower	0.9874208829065748
wiki	de	bm25	prec2.lower.stem.depunc	bleu.lower.stem	0.9874208829065748
wiki	de	bm25	prec2.lower.stem.depunc	bleu.lower.depunc	0.9915610305527968
wiki	de	bm25	prec2.lower.stem.depunc	bleu.lower.stem.depunc	0.9915610305527968
wiki	de	bm25	prec2.lower.stem.depunc	prec1.lower	0.9705418934551804
wiki	de	bm25	prec2.lower.stem.depunc	prec1.lower.stem	0.9705418934551804
wiki	de	bm25	prec2.lower.stem.depunc	prec1.lower.depunc	0.9915610305527968
wiki	de	bm25	prec2.lower.stem.depunc	prec1.lower.stem.depunc	0.9915610305527968
wiki	de	bm25	prec2.lower.stem.depunc	prec2.lower	0.9705418934551804
wiki	de	bm25	prec2.lower.stem.depunc	prec2.lower.stem	0.9872429809637863
wiki	de	bm25	prec2.lower.stem.depunc	prec2.lower.depunc	0.9915610305527968
wiki	de	bm25	prec2.lower.stem.depunc	prec3.lower	0.974611269346766
wiki	de	bm25	prec2.lower.stem.depunc	prec3.lower.stem	0.9830861499497814
wiki	de	bm25	prec2.lower.stem.depunc	prec3.lower.depunc	0.9915610305527968
wiki	de	bm25	prec2.lower.stem.depunc	prec3.lower.stem.depunc	0.9874208829065748
wiki	de	bm25	prec2.lower.stem.depunc	prec4.lower	0.9702215502575139
wiki	de	bm25	prec2.lower.stem.depunc	prec4.lower.stem	0.9874208829065748
wiki	de	bm25	prec2.lower.stem.depunc	prec4.lower.depunc	0.9872429809637862
wiki	de	bm25	prec2.lower.stem.depunc	prec4.lower.stem.depunc	0.9915610305527968
wiki	de	bm25	prec3.lower	size	0.9095085938862487
wiki	de	bm25	prec3.lower	bpe.tokens	0.05729365606426321
wiki	de	bm25	prec3.lower	map	0.728039845617479
wiki	de	bm25	prec3.lower	map.gm	0.8117225864930513
wiki	de	bm25	prec3.lower	p.5	0.728039845617479
wiki	de	bm25	prec3.lower	p.10	0.7394957983193278
wiki	de	bm25	prec3.lower	r.10	0.728039845617479
wiki	de	bm25	prec3.lower	rbo	0.728039845617479
wiki	de	bm25	prec3.lower	ndcg	0.728039845617479
wiki	de	bm25	prec3.lower	bleu.lower	0.9790880682441959
wiki	de	bm25	prec3.lower	bleu.lower.stem	0.9790880682441959
wiki	de	bm25	prec3.lower	bleu.lower.depunc	0.9747899159663866
wiki	de	bm25	prec3.lower	bleu.lower.stem.depunc	0.9747899159663866
wiki	de	bm25	prec3.lower	prec1.lower	0.9790880682441959
wiki	de	bm25	prec3.lower	prec1.lower.stem	0.9790880682441959
wiki	de	bm25	prec3.lower	prec1.lower.depunc	0.9579831932773111
wiki	de	bm25	prec3.lower	prec1.lower.stem.depunc	0.9579831932773111
wiki	de	bm25	prec3.lower	prec2.lower	0.9958246164193105
wiki	de	bm25	prec3.lower	prec2.lower.stem	0.9957894549830613
wiki	de	bm25	prec3.lower	prec2.lower.depunc	0.9579831932773111
wiki	de	bm25	prec3.lower	prec2.lower.stem.depunc	0.974611269346766
wiki	de	bm25	prec3.lower	prec3.lower.stem	0.9915966386554623
wiki	de	bm25	prec3.lower	prec3.lower.depunc	0.9579831932773111
wiki	de	bm25	prec3.lower	prec3.lower.stem.depunc	0.9623515200690814
wiki	de	bm25	prec3.lower	prec4.lower	0.9957894549830614
wiki	de	bm25	prec3.lower	prec4.lower.stem	0.9790880682441959
wiki	de	bm25	prec3.lower	prec4.lower.depunc	0.9704727739241699
wiki	de	bm25	prec3.lower	prec4.lower.stem.depunc	0.9747899159663866
wiki	de	bm25	prec3.lower.stem	size	0.9268325671031296
wiki	de	bm25	prec3.lower.stem	bpe.tokens	0.045834924851410566
wiki	de	bm25	prec3.lower.stem	map	0.7447763937925935
wiki	de	bm25	prec3.lower.stem	map.gm	0.8284591346681659
wiki	de	bm25	prec3.lower.stem	p.5	0.7447763937925935
wiki	de	bm25	prec3.lower.stem	p.10	0.7563025210084034
wiki	de	bm25	prec3.lower.stem	r.10	0.7447763937925935
wiki	de	bm25	prec3.lower.stem	rbo	0.7447763937925935
wiki	de	bm25	prec3.lower.stem	ndcg	0.7447763937925935
wiki	de	bm25	prec3.lower.stem	bleu.lower	0.9958246164193105
wiki	de	bm25	prec3.lower.stem	bleu.lower.stem	0.9958246164193105
wiki	de	bm25	prec3.lower.stem	bleu.lower.depunc	0.9915966386554623
wiki	de	bm25	prec3.lower.stem	bleu.lower.stem.depunc	0.9915966386554623
wiki	de	bm25	prec3.lower.stem	prec1.lower	0.9623515200690815
wiki	de	bm25	prec3.lower.stem	prec1.lower.stem	0.9623515200690815
wiki	de	bm25	prec3.lower.stem	prec1.lower.depunc	0.9579831932773111
wiki	de	bm25	prec3.lower.stem	prec1.lower.stem.depunc	0.9579831932773111
wiki	de	bm25	prec3.lower.stem	prec2.lower	0.9790880682441959
wiki	de	bm25	prec3.lower.stem	prec2.lower.stem	0.9957894549830613
wiki	de	bm25	prec3.lower.stem	prec2.lower.depunc	0.9579831932773111
wiki	de	bm25	prec3.lower.stem	prec2.lower.stem.depunc	0.9830861499497814
wiki	de	bm25	prec3.lower.stem	prec3.lower	0.9915966386554623
wiki	de	bm25	prec3.lower.stem	prec3.lower.depunc	0.9747899159663866
wiki	de	bm25	prec3.lower.stem	prec3.lower.stem.depunc	0.9790880682441959
wiki	de	bm25	prec3.lower.stem	prec4.lower	0.9873505612967642
wiki	de	bm25	prec3.lower.stem	prec4.lower.stem	0.9958246164193105
wiki	de	bm25	prec3.lower.stem	prec4.lower.depunc	0.9873505612967642
wiki	de	bm25	prec3.lower.stem	prec4.lower.stem.depunc	0.9915966386554623
wiki	de	bm25	prec3.lower.depunc	size	0.952818526928451
wiki	de	bm25	prec3.lower.depunc	bpe.tokens	0.05729365606426321
wiki	de	bm25	prec3.lower.depunc	map	0.7615129419677079
wiki	de	bm25	prec3.lower.depunc	map.gm	0.8451956828432803
wiki	de	bm25	prec3.lower.depunc	p.5	0.7615129419677079
wiki	de	bm25	prec3.lower.depunc	p.10	0.773109243697479
wiki	de	bm25	prec3.lower.depunc	r.10	0.7615129419677079
wiki	de	bm25	prec3.lower.depunc	rbo	0.7615129419677079
wiki	de	bm25	prec3.lower.depunc	ndcg	0.7615129419677079
wiki	de	bm25	prec3.lower.depunc	bleu.lower	0.9790880682441959
wiki	de	bm25	prec3.lower.depunc	bleu.lower.stem	0.9790880682441959
wiki	de	bm25	prec3.lower.depunc	bleu.lower.depunc	0.9915966386554623
wiki	de	bm25	prec3.lower.depunc	bleu.lower.stem.depunc	0.9915966386554623
wiki	de	bm25	prec3.lower.depunc	prec1.lower	0.9456149718939671
wiki	de	bm25	prec3.lower.depunc	prec1.lower.stem	0.9456149718939671
wiki	de	bm25	prec3.lower.depunc	prec1.lower.depunc	0.9747899159663866
wiki	de	bm25	prec3.lower.depunc	prec1.lower.stem.depunc	0.9747899159663866
wiki	de	bm25	prec3.lower.depunc	prec2.lower	0.9456149718939671
wiki	de	bm25	prec3.lower.depunc	prec2.lower.stem	0.9704727739241699
wiki	de	bm25	prec3.lower.depunc	prec2.lower.depunc	0.9747899159663866
wiki	de	bm25	prec3.lower.depunc	prec2.lower.stem.depunc	0.9915610305527968
wiki	de	bm25	prec3.lower.depunc	prec3.lower	0.9579831932773111
wiki	de	bm25	prec3.lower.depunc	prec3.lower.stem	0.9747899159663866
wiki	de	bm25	prec3.lower.depunc	prec3.lower.stem.depunc	0.9958246164193105
wiki	de	bm25	prec3.lower.depunc	prec4.lower	0.9535949865515757
wiki	de	bm25	prec3.lower.depunc	prec4.lower.stem	0.9790880682441959
wiki	de	bm25	prec3.lower.depunc	prec4.lower.depunc	0.9873505612967642
wiki	de	bm25	prec3.lower.depunc	prec4.lower.stem.depunc	0.9915966386554623
wiki	de	bm25	prec3.lower.stem.depunc	size	0.948840144095737
wiki	de	bm25	prec3.lower.stem.depunc	bpe.tokens	0.04564354645876384
wiki	de	bm25	prec3.lower.stem.depunc	map	0.7666666666666667
wiki	de	bm25	prec3.lower.stem.depunc	map.gm	0.8499999999999999
wiki	de	bm25	prec3.lower.stem.depunc	p.5	0.7666666666666667
wiki	de	bm25	prec3.lower.stem.depunc	p.10	0.7782494901428224
wiki	de	bm25	prec3.lower.stem.depunc	r.10	0.7666666666666667
wiki	de	bm25	prec3.lower.stem.depunc	rbo	0.7666666666666667
wiki	de	bm25	prec3.lower.stem.depunc	ndcg	0.7666666666666667
wiki	de	bm25	prec3.lower.stem.depunc	bleu.lower	0.9833333333333333
wiki	de	bm25	prec3.lower.stem.depunc	bleu.lower.stem	0.9833333333333333
wiki	de	bm25	prec3.lower.stem.depunc	bleu.lower.depunc	0.9958246164193105
wiki	de	bm25	prec3.lower.stem.depunc	bleu.lower.stem.depunc	0.9958246164193105
wiki	de	bm25	prec3.lower.stem.depunc	prec1.lower	0.9333333333333332
wiki	de	bm25	prec3.lower.stem.depunc	prec1.lower.stem	0.9333333333333332
wiki	de	bm25	prec3.lower.stem.depunc	prec1.lower.depunc	0.9623515200690814
wiki	de	bm25	prec3.lower.stem.depunc	prec1.lower.stem.depunc	0.9623515200690814
wiki	de	bm25	prec3.lower.stem.depunc	prec2.lower	0.9500000000000001
wiki	de	bm25	prec3.lower.stem.depunc	prec2.lower.stem	0.9748243359065808
wiki	de	bm25	prec3.lower.stem.depunc	prec2.lower.depunc	0.9623515200690814
wiki	de	bm25	prec3.lower.stem.depunc	prec2.lower.stem.depunc	0.9874208829065748
wiki	de	bm25	prec3.lower.stem.depunc	prec3.lower	0.9623515200690814
wiki	de	bm25	prec3.lower.stem.depunc	prec3.lower.stem	0.9790880682441959
wiki	de	bm25	prec3.lower.stem.depunc	prec3.lower.depunc	0.9958246164193105
wiki	de	bm25	prec3.lower.stem.depunc	prec4.lower	0.9580170197702604
wiki	de	bm25	prec3.lower.stem.depunc	prec4.lower.stem	0.9833333333333333
wiki	de	bm25	prec3.lower.stem.depunc	prec4.lower.depunc	0.991631652042901
wiki	de	bm25	prec3.lower.stem.depunc	prec4.lower.stem.depunc	0.9958246164193105
wiki	de	bm25	prec4.lower	size	0.9046557008309873
wiki	de	bm25	prec4.lower	bpe.tokens	0.06904309634237425
wiki	de	bm25	prec4.lower	map	0.7227145938617754
wiki	de	bm25	prec4.lower	map.gm	0.8067511745433772
wiki	de	bm25	prec4.lower	p.5	0.7227145938617754
wiki	de	bm25	prec4.lower	p.10	0.7341837507078502
wiki	de	bm25	prec4.lower	r.10	0.7227145938617754
wiki	de	bm25	prec4.lower	rbo	0.7227145938617754
wiki	de	bm25	prec4.lower	ndcg	0.7227145938617754
wiki	de	bm25	prec4.lower	bleu.lower	0.9748243359065808
wiki	de	bm25	prec4.lower	bleu.lower.stem	0.9748243359065808
wiki	de	bm25	prec4.lower	bleu.lower.depunc	0.9704727739241699
wiki	de	bm25	prec4.lower	bleu.lower.stem.depunc	0.9704727739241699
wiki	de	bm25	prec4.lower	prec1.lower	0.9748243359065808
wiki	de	bm25	prec4.lower	prec1.lower.stem	0.9748243359065808
wiki	de	bm25	prec4.lower	prec1.lower.depunc	0.9535949865515757
wiki	de	bm25	prec4.lower	prec1.lower.stem.depunc	0.9535949865515757
wiki	de	bm25	prec4.lower	prec2.lower	0.991631652042901
wiki	de	bm25	prec4.lower	prec2.lower.stem	0.9915254237288136
wiki	de	bm25	prec4.lower	prec2.lower.depunc	0.9535949865515757
wiki	de	bm25	prec4.lower	prec2.lower.stem.depunc	0.9702215502575139
wiki	de	bm25	prec4.lower	prec3.lower	0.9957894549830614
wiki	de	bm25	prec4.lower	prec3.lower.stem	0.9873505612967642
wiki	de	bm25	prec4.lower	prec3.lower.depunc	0.9535949865515757
wiki	de	bm25	prec4.lower	prec3.lower.stem.depunc	0.9580170197702604
wiki	de	bm25	prec4.lower	prec4.lower.stem	0.9748243359065808
wiki	de	bm25	prec4.lower	prec4.lower.depunc	0.9745762711864406
wiki	de	bm25	prec4.lower	prec4.lower.stem.depunc	0.9704727739241699
wiki	de	bm25	prec4.lower.stem	size	0.9315885051121781
wiki	de	bm25	prec4.lower.stem	bpe.tokens	0.04564354645876384
wiki	de	bm25	prec4.lower.stem	map	0.75
wiki	de	bm25	prec4.lower.stem	map.gm	0.8333333333333333
wiki	de	bm25	prec4.lower.stem	p.5	0.75
wiki	de	bm25	prec4.lower.stem	p.10	0.7615129419677079
wiki	de	bm25	prec4.lower.stem	r.10	0.75
wiki	de	bm25	prec4.lower.stem	rbo	0.75
wiki	de	bm25	prec4.lower.stem	ndcg	0.75
wiki	de	bm25	prec4.lower.stem	bleu.lower	1.0
wiki	de	bm25	prec4.lower.stem	bleu.lower.stem	1.0
wiki	de	bm25	prec4.lower.stem	bleu.lower.depunc	0.9958246164193105
wiki	de	bm25	prec4.lower.stem	bleu.lower.stem.depunc	0.9958246164193105
wiki	de	bm25	prec4.lower.stem	prec1.lower	0.9500000000000001
wiki	de	bm25	prec4.lower.stem	prec1.lower.stem	0.9500000000000001
wiki	de	bm25	prec4.lower.stem	prec1.lower.depunc	0.9623515200690814
wiki	de	bm25	prec4.lower.stem	prec1.lower.stem.depunc	0.9623515200690814
wiki	de	bm25	prec4.lower.stem	prec2.lower	0.9666666666666667
wiki	de	bm25	prec4.lower.stem	prec2.lower.stem	0.991631652042901
wiki	de	bm25	prec4.lower.stem	prec2.lower.depunc	0.9623515200690814
wiki	de	bm25	prec4.lower.stem	prec2.lower.stem.depunc	0.9874208829065748
wiki	de	bm25	prec4.lower.stem	prec3.lower	0.9790880682441959
wiki	de	bm25	prec4.lower.stem	prec3.lower.stem	0.9958246164193105
wiki	de	bm25	prec4.lower.stem	prec3.lower.depunc	0.9790880682441959
wiki	de	bm25	prec4.lower.stem	prec3.lower.stem.depunc	0.9833333333333333
wiki	de	bm25	prec4.lower.stem	prec4.lower	0.9748243359065808
wiki	de	bm25	prec4.lower.stem	prec4.lower.depunc	0.991631652042901
wiki	de	bm25	prec4.lower.stem	prec4.lower.stem.depunc	0.9958246164193105
wiki	de	bm25	prec4.lower.depunc	size	0.9394501508629484
wiki	de	bm25	prec4.lower.depunc	bpe.tokens	0.05753591361864521
wiki	de	bm25	prec4.lower.depunc	map	0.7563292261344161
wiki	de	bm25	prec4.lower.depunc	map.gm	0.8403658068160179
wiki	de	bm25	prec4.lower.depunc	p.5	0.7563292261344161
wiki	de	bm25	prec4.lower.depunc	p.10	0.7679393254530388
wiki	de	bm25	prec4.lower.depunc	r.10	0.7563292261344161
wiki	de	bm25	prec4.lower.depunc	rbo	0.7563292261344161
wiki	de	bm25	prec4.lower.depunc	ndcg	0.7563292261344161
wiki	de	bm25	prec4.lower.depunc	bleu.lower	0.991631652042901
wiki	de	bm25	prec4.lower.depunc	bleu.lower.stem	0.991631652042901
wiki	de	bm25	prec4.lower.depunc	bleu.lower.depunc	0.9957894549830614
wiki	de	bm25	prec4.lower.depunc	bleu.lower.stem.depunc	0.9957894549830614
wiki	de	bm25	prec4.lower.depunc	prec1.lower	0.94120970363394
wiki	de	bm25	prec4.lower.depunc	prec1.lower.stem	0.94120970363394
wiki	de	bm25	prec4.lower.depunc	prec1.lower.depunc	0.9620338802378728
wiki	de	bm25	prec4.lower.depunc	prec1.lower.stem.depunc	0.9620338802378728
wiki	de	bm25	prec4.lower.depunc	prec2.lower	0.9580170197702604
wiki	de	bm25	prec4.lower.depunc	prec2.lower.stem	0.9830508474576273
wiki	de	bm25	prec4.lower.depunc	prec2.lower.depunc	0.9620338802378728
wiki	de	bm25	prec4.lower.depunc	prec2.lower.stem.depunc	0.9872429809637862
wiki	de	bm25	prec4.lower.depunc	prec3.lower	0.9704727739241699
wiki	de	bm25	prec4.lower.depunc	prec3.lower.stem	0.9873505612967642
wiki	de	bm25	prec4.lower.depunc	prec3.lower.depunc	0.9873505612967642
wiki	de	bm25	prec4.lower.depunc	prec3.lower.stem.depunc	0.991631652042901
wiki	de	bm25	prec4.lower.depunc	prec4.lower	0.9745762711864406
wiki	de	bm25	prec4.lower.depunc	prec4.lower.stem	0.991631652042901
wiki	de	bm25	prec4.lower.depunc	prec4.lower.stem.depunc	0.9957894549830613
wiki	de	bm25	prec4.lower.stem.depunc	size	0.9441565403200105
wiki	de	bm25	prec4.lower.stem.depunc	bpe.tokens	0.045834924851410566
wiki	de	bm25	prec4.lower.stem.depunc	map	0.7615129419677079
wiki	de	bm25	prec4.lower.stem.depunc	map.gm	0.8451956828432803
wiki	de	bm25	prec4.lower.stem.depunc	p.5	0.7615129419677079
wiki	de	bm25	prec4.lower.stem.depunc	p.10	0.773109243697479
wiki	de	bm25	prec4.lower.stem.depunc	r.10	0.7615129419677079
wiki	de	bm25	prec4.lower.stem.depunc	rbo	0.7615129419677079
wiki	de	bm25	prec4.lower.stem.depunc	ndcg	0.7615129419677079
wiki	de	bm25	prec4.lower.stem.depunc	bleu.lower	0.9958246164193105
wiki	de	bm25	prec4.lower.stem.depunc	bleu.lower.stem	0.9958246164193105
wiki	de	bm25	prec4.lower.stem.depunc	bleu.lower.depunc	1.0
wiki	de	bm25	prec4.lower.stem.depunc	bleu.lower.stem.depunc	1.0
wiki	de	bm25	prec4.lower.stem.depunc	prec1.lower	0.9456149718939671
wiki	de	bm25	prec4.lower.stem.depunc	prec1.lower.stem	0.9456149718939671
wiki	de	bm25	prec4.lower.stem.depunc	prec1.lower.depunc	0.9663865546218487
wiki	de	bm25	prec4.lower.stem.depunc	prec1.lower.stem.depunc	0.9663865546218487
wiki	de	bm25	prec4.lower.stem.depunc	prec2.lower	0.9623515200690815
wiki	de	bm25	prec4.lower.stem.depunc	prec2.lower.stem	0.9873505612967642
wiki	de	bm25	prec4.lower.stem.depunc	prec2.lower.depunc	0.9663865546218487
wiki	de	bm25	prec4.lower.stem.depunc	prec2.lower.stem.depunc	0.9915610305527968
wiki	de	bm25	prec4.lower.stem.depunc	prec3.lower	0.9747899159663866
wiki	de	bm25	prec4.lower.stem.depunc	prec3.lower.stem	0.9915966386554623
wiki	de	bm25	prec4.lower.stem.depunc	prec3.lower.depunc	0.9915966386554623
wiki	de	bm25	prec4.lower.stem.depunc	prec3.lower.stem.depunc	0.9958246164193105
wiki	de	bm25	prec4.lower.stem.depunc	prec4.lower	0.9704727739241699
wiki	de	bm25	prec4.lower.stem.depunc	prec4.lower.stem	0.9958246164193105
wiki	de	bm25	prec4.lower.stem.depunc	prec4.lower.depunc	0.9957894549830613
wiki	de	neural	size	bpe.tokens	0.0
wiki	de	neural	size	map	0.7245688373094719
wiki	de	neural	size	map.gm	0.7600065066233906
wiki	de	neural	size	p.5	0.6756349554583562
wiki	de	neural	size	p.10	0.6988565578146121
wiki	de	neural	size	r.10	0.6900655593423543
wiki	de	neural	size	rbo	0.7935753932437072
wiki	de	neural	size	ndcg	0.707317198325913
wiki	de	neural	size	bleu.lower	0.9315885051121781
wiki	de	neural	size	bleu.lower.stem	0.9315885051121781
wiki	de	neural	size	bleu.lower.depunc	0.9441565403200105
wiki	de	neural	size	bleu.lower.stem.depunc	0.9441565403200105
wiki	de	neural	size	prec1.lower	0.8970852271450604
wiki	de	neural	size	prec1.lower.stem	0.8970852271450604
wiki	de	neural	size	prec1.lower.depunc	0.9268325671031296
wiki	de	neural	size	prec1.lower.stem.depunc	0.9268325671031296
wiki	de	neural	size	prec2.lower	0.8970852271450604
wiki	de	neural	size	prec2.lower.stem	0.9220529258469679
wiki	de	neural	size	prec2.lower.depunc	0.9268325671031296
wiki	de	neural	size	prec2.lower.stem.depunc	0.9434563530497263
wiki	de	neural	size	prec3.lower	0.9095085938862487
wiki	de	neural	size	prec3.lower.stem	0.9268325671031296
wiki	de	neural	size	prec3.lower.depunc	0.952818526928451
wiki	de	neural	size	prec3.lower.stem.depunc	0.948840144095737
wiki	de	neural	size	prec4.lower	0.9046557008309873
wiki	de	neural	size	prec4.lower.stem	0.9315885051121781
wiki	de	neural	size	prec4.lower.depunc	0.9394501508629484
wiki	de	neural	size	prec4.lower.stem.depunc	0.9441565403200105
wiki	de	neural	bpe.tokens	size	0.0
wiki	de	neural	bpe.tokens	map	-0.25103950552320115
wiki	de	neural	bpe.tokens	map.gm	-0.35824387672879376
wiki	de	neural	bpe.tokens	p.5	-0.3323032051727266
wiki	de	neural	bpe.tokens	p.10	-0.3466876226407682
wiki	de	neural	bpe.tokens	r.10	-0.3195048252113469
wiki	de	neural	bpe.tokens	rbo	-0.25103950552320115
wiki	de	neural	bpe.tokens	ndcg	-0.3423265984407288
wiki	de	neural	bpe.tokens	bleu.lower	0.04564354645876384
wiki	de	neural	bpe.tokens	bleu.lower.stem	0.04564354645876384
wiki	de	neural	bpe.tokens	bleu.lower.depunc	0.045834924851410566
wiki	de	neural	bpe.tokens	bleu.lower.stem.depunc	0.045834924851410566
wiki	de	neural	bpe.tokens	prec1.lower	0.09128709291752768
wiki	de	neural	bpe.tokens	prec1.lower.stem	0.09128709291752768
wiki	de	neural	bpe.tokens	prec1.lower.depunc	0.09166984970282113
wiki	de	neural	bpe.tokens	prec1.lower.stem.depunc	0.09166984970282113
wiki	de	neural	bpe.tokens	prec2.lower	0.06846531968814576
wiki	de	neural	bpe.tokens	prec2.lower.stem	0.05753591361864521
wiki	de	neural	bpe.tokens	prec2.lower.depunc	0.09166984970282113
wiki	de	neural	bpe.tokens	prec2.lower.stem.depunc	0.06933752452815363
wiki	de	neural	bpe.tokens	prec3.lower	0.05729365606426321
wiki	de	neural	bpe.tokens	prec3.lower.stem	0.045834924851410566
wiki	de	neural	bpe.tokens	prec3.lower.depunc	0.05729365606426321
wiki	de	neural	bpe.tokens	prec3.lower.stem.depunc	0.04564354645876384
wiki	de	neural	bpe.tokens	prec4.lower	0.06904309634237425
wiki	de	neural	bpe.tokens	prec4.lower.stem	0.04564354645876384
wiki	de	neural	bpe.tokens	prec4.lower.depunc	0.05753591361864521
wiki	de	neural	bpe.tokens	prec4.lower.stem.depunc	0.045834924851410566
wiki	de	neural	map	size	0.7245688373094719
wiki	de	neural	map	bpe.tokens	-0.25103950552320115
wiki	de	neural	map	map.gm	0.8523889672954192
wiki	de	neural	map	p.5	0.9121418755437382
wiki	de	neural	map	p.10	0.9030259356496025
wiki	de	neural	map	r.10	0.9
wiki	de	neural	map	rbo	0.8333333333333333
wiki	de	neural	map	ndcg	0.9166666666666666
wiki	de	neural	map	bleu.lower	0.7
wiki	de	neural	map	bleu.lower.stem	0.7
wiki	de	neural	map	bleu.lower.depunc	0.6945667492672501
wiki	de	neural	map	bleu.lower.stem.depunc	0.6945667492672501
wiki	de	neural	map	prec1.lower	0.7166666666666667
wiki	de	neural	map	prec1.lower.stem	0.7166666666666667
wiki	de	neural	map	prec1.lower.depunc	0.6945667492672501
wiki	de	neural	map	prec1.lower.stem.depunc	0.6945667492672501
wiki	de	neural	map	prec2.lower	0.7333333333333334
wiki	de	neural	map	prec2.lower.stem	0.7227145938617754
wiki	de	neural	map	prec2.lower.depunc	0.6945667492672501
wiki	de	neural	map	prec2.lower.stem.depunc	0.7004780622328693
wiki	de	neural	map	prec3.lower	0.728039845617479
wiki	de	neural	map	prec3.lower.stem	0.7113032974423645
wiki	de	neural	map	prec3.lower.depunc	0.6778302010921357
wiki	de	neural	map	prec3.lower.stem.depunc	0.6833333333333333
wiki	de	neural	map	prec4.lower	0.7227145938617754
wiki	de	neural	map	prec4.lower.stem	0.7
wiki	de	neural	map	prec4.lower.depunc	0.6890999615891347
wiki	de	neural	map	prec4.lower.stem.depunc	0.6945667492672501
wiki	de	neural	map.gm	size	0.7600065066233906
wiki	de	neural	map.gm	bpe.tokens	-0.35824387672879376
wiki	de	neural	map.gm	map	0.8523889672954192
wiki	de	neural	map.gm	p.5	0.8813875827135972
wiki	de	neural	map.gm	p.10	0.9059829059829058
wiki	de	neural	map.gm	r.10	0.8861469461982081
wiki	de	neural	map.gm	rbo	0.9199049251009971
wiki	de	neural	map.gm	ndcg	0.9367839145523916
wiki	de	neural	map.gm	bleu.lower	0.7173570516842638
