dataset	lang	model	measure1	measure2	corr
wiki	cs	neural	prec1.lower	bleu.lower	0.9579831932773111
wiki	cs	neural	prec1.lower	bleu.lower.stem	0.9623515200690815
wiki	cs	neural	prec1.lower	bleu.lower.depunc	0.9579831932773111
wiki	cs	neural	prec1.lower	bleu.lower.stem.depunc	0.9623515200690815
wiki	cs	neural	prec1.lower	prec1.lower.stem	0.9958246164193105
wiki	cs	neural	prec1.lower	prec1.lower.depunc	0.9958246164193105
wiki	cs	neural	prec1.lower	prec1.lower.stem.depunc	0.9958246164193105
wiki	cs	neural	prec1.lower	prec2.lower	0.9790880682441959
wiki	cs	neural	prec1.lower	prec2.lower.stem	0.9790880682441959
wiki	cs	neural	prec1.lower	prec2.lower.depunc	0.9915966386554623
wiki	cs	neural	prec1.lower	prec2.lower.stem.depunc	0.9790880682441959
wiki	cs	neural	prec1.lower	prec3.lower	0.9790880682441959
wiki	cs	neural	prec1.lower	prec3.lower.stem	0.9790880682441959
wiki	cs	neural	prec1.lower	prec3.lower.depunc	0.9790880682441959
wiki	cs	neural	prec1.lower	prec3.lower.stem.depunc	0.9790880682441959
wiki	cs	neural	prec1.lower	prec4.lower	0.9790880682441959
wiki	cs	neural	prec1.lower	prec4.lower.stem	0.9790880682441959
wiki	cs	neural	prec1.lower	prec4.lower.depunc	0.9747899159663866
wiki	cs	neural	prec1.lower	prec4.lower.stem.depunc	0.9790880682441959
wiki	cs	neural	prec1.lower.stem	size	0.8798335881615015
wiki	cs	neural	prec1.lower.stem	bpe.tokens	0.09128709291752768
wiki	cs	neural	prec1.lower.stem	map	0.6166666666666666
wiki	cs	neural	prec1.lower.stem	map.gm	0.6895177899145863
wiki	cs	neural	prec1.lower.stem	p.5	0.6890999615891347
wiki	cs	neural	prec1.lower.stem	p.10	0.7
wiki	cs	neural	prec1.lower.stem	r.10	0.7
wiki	cs	neural	prec1.lower.stem	rbo	0.7833333333333333
wiki	cs	neural	prec1.lower.stem	ndcg	0.6666666666666667
wiki	cs	neural	prec1.lower.stem	bleu.lower	0.9456149718939671
wiki	cs	neural	prec1.lower.stem	bleu.lower.stem	0.9500000000000001
wiki	cs	neural	prec1.lower.stem	bleu.lower.depunc	0.9456149718939671
wiki	cs	neural	prec1.lower.stem	bleu.lower.stem.depunc	0.9500000000000001
wiki	cs	neural	prec1.lower.stem	prec1.lower	0.9958246164193105
wiki	cs	neural	prec1.lower.stem	prec1.lower.depunc	0.9833333333333333
wiki	cs	neural	prec1.lower.stem	prec1.lower.stem.depunc	0.9833333333333333
wiki	cs	neural	prec1.lower.stem	prec2.lower	0.9666666666666667
wiki	cs	neural	prec1.lower.stem	prec2.lower.stem	0.9666666666666667
wiki	cs	neural	prec1.lower.stem	prec2.lower.depunc	0.9790880682441959
wiki	cs	neural	prec1.lower.stem	prec2.lower.stem.depunc	0.9666666666666667
wiki	cs	neural	prec1.lower.stem	prec3.lower	0.9666666666666667
wiki	cs	neural	prec1.lower.stem	prec3.lower.stem	0.9666666666666667
wiki	cs	neural	prec1.lower.stem	prec3.lower.depunc	0.9666666666666667
wiki	cs	neural	prec1.lower.stem	prec3.lower.stem.depunc	0.9666666666666667
wiki	cs	neural	prec1.lower.stem	prec4.lower	0.9666666666666667
wiki	cs	neural	prec1.lower.stem	prec4.lower.stem	0.9666666666666667
wiki	cs	neural	prec1.lower.stem	prec4.lower.depunc	0.9623515200690815
wiki	cs	neural	prec1.lower.stem	prec4.lower.stem.depunc	0.9666666666666667
wiki	cs	neural	prec1.lower.depunc	size	0.8970852271450604
wiki	cs	neural	prec1.lower.depunc	bpe.tokens	0.09128709291752768
wiki	cs	neural	prec1.lower.depunc	map	0.6333333333333333
wiki	cs	neural	prec1.lower.depunc	map.gm	0.7065429205297614
wiki	cs	neural	prec1.lower.depunc	p.5	0.705907277725455
wiki	cs	neural	prec1.lower.depunc	p.10	0.7166666666666667
wiki	cs	neural	prec1.lower.depunc	r.10	0.7166666666666667
wiki	cs	neural	prec1.lower.depunc	rbo	0.7999999999999999
wiki	cs	neural	prec1.lower.depunc	ndcg	0.6833333333333333
wiki	cs	neural	prec1.lower.depunc	bleu.lower	0.9623515200690814
wiki	cs	neural	prec1.lower.depunc	bleu.lower.stem	0.9666666666666667
wiki	cs	neural	prec1.lower.depunc	bleu.lower.depunc	0.9623515200690814
wiki	cs	neural	prec1.lower.depunc	bleu.lower.stem.depunc	0.9666666666666667
wiki	cs	neural	prec1.lower.depunc	prec1.lower	0.9958246164193105
wiki	cs	neural	prec1.lower.depunc	prec1.lower.stem	0.9833333333333333
wiki	cs	neural	prec1.lower.depunc	prec1.lower.stem.depunc	1.0
wiki	cs	neural	prec1.lower.depunc	prec2.lower	0.9833333333333333
wiki	cs	neural	prec1.lower.depunc	prec2.lower.stem	0.9833333333333333
wiki	cs	neural	prec1.lower.depunc	prec2.lower.depunc	0.9958246164193105
wiki	cs	neural	prec1.lower.depunc	prec2.lower.stem.depunc	0.9833333333333333
wiki	cs	neural	prec1.lower.depunc	prec3.lower	0.9833333333333333
wiki	cs	neural	prec1.lower.depunc	prec3.lower.stem	0.9833333333333333
wiki	cs	neural	prec1.lower.depunc	prec3.lower.depunc	0.9833333333333333
wiki	cs	neural	prec1.lower.depunc	prec3.lower.stem.depunc	0.9833333333333333
wiki	cs	neural	prec1.lower.depunc	prec4.lower	0.9833333333333333
wiki	cs	neural	prec1.lower.depunc	prec4.lower.stem	0.9833333333333333
wiki	cs	neural	prec1.lower.depunc	prec4.lower.depunc	0.9790880682441959
wiki	cs	neural	prec1.lower.depunc	prec4.lower.stem.depunc	0.9833333333333333
wiki	cs	neural	prec1.lower.stem.depunc	size	0.8970852271450604
wiki	cs	neural	prec1.lower.stem.depunc	bpe.tokens	0.09128709291752768
wiki	cs	neural	prec1.lower.stem.depunc	map	0.6333333333333333
wiki	cs	neural	prec1.lower.stem.depunc	map.gm	0.7065429205297614
wiki	cs	neural	prec1.lower.stem.depunc	p.5	0.705907277725455
wiki	cs	neural	prec1.lower.stem.depunc	p.10	0.7166666666666667
wiki	cs	neural	prec1.lower.stem.depunc	r.10	0.7166666666666667
wiki	cs	neural	prec1.lower.stem.depunc	rbo	0.7999999999999999
wiki	cs	neural	prec1.lower.stem.depunc	ndcg	0.6833333333333333
wiki	cs	neural	prec1.lower.stem.depunc	bleu.lower	0.9623515200690814
wiki	cs	neural	prec1.lower.stem.depunc	bleu.lower.stem	0.9666666666666667
wiki	cs	neural	prec1.lower.stem.depunc	bleu.lower.depunc	0.9623515200690814
wiki	cs	neural	prec1.lower.stem.depunc	bleu.lower.stem.depunc	0.9666666666666667
wiki	cs	neural	prec1.lower.stem.depunc	prec1.lower	0.9958246164193105
wiki	cs	neural	prec1.lower.stem.depunc	prec1.lower.stem	0.9833333333333333
wiki	cs	neural	prec1.lower.stem.depunc	prec1.lower.depunc	1.0
wiki	cs	neural	prec1.lower.stem.depunc	prec2.lower	0.9833333333333333
wiki	cs	neural	prec1.lower.stem.depunc	prec2.lower.stem	0.9833333333333333
wiki	cs	neural	prec1.lower.stem.depunc	prec2.lower.depunc	0.9958246164193105
wiki	cs	neural	prec1.lower.stem.depunc	prec2.lower.stem.depunc	0.9833333333333333
wiki	cs	neural	prec1.lower.stem.depunc	prec3.lower	0.9833333333333333
wiki	cs	neural	prec1.lower.stem.depunc	prec3.lower.stem	0.9833333333333333
wiki	cs	neural	prec1.lower.stem.depunc	prec3.lower.depunc	0.9833333333333333
wiki	cs	neural	prec1.lower.stem.depunc	prec3.lower.stem.depunc	0.9833333333333333
wiki	cs	neural	prec1.lower.stem.depunc	prec4.lower	0.9833333333333333
wiki	cs	neural	prec1.lower.stem.depunc	prec4.lower.stem	0.9833333333333333
wiki	cs	neural	prec1.lower.stem.depunc	prec4.lower.depunc	0.9790880682441959
wiki	cs	neural	prec1.lower.stem.depunc	prec4.lower.stem.depunc	0.9833333333333333
wiki	cs	neural	prec2.lower	size	0.9143368661286193
wiki	cs	neural	prec2.lower	bpe.tokens	0.06846531968814576
wiki	cs	neural	prec2.lower	map	0.65
wiki	cs	neural	prec2.lower	map.gm	0.7235680511449363
wiki	cs	neural	prec2.lower	p.5	0.7227145938617754
wiki	cs	neural	prec2.lower	p.10	0.7333333333333334
wiki	cs	neural	prec2.lower	r.10	0.7333333333333334
wiki	cs	neural	prec2.lower	rbo	0.8166666666666667
wiki	cs	neural	prec2.lower	ndcg	0.7
wiki	cs	neural	prec2.lower	bleu.lower	0.9790880682441959
wiki	cs	neural	prec2.lower	bleu.lower.stem	0.9833333333333333
wiki	cs	neural	prec2.lower	bleu.lower.depunc	0.9790880682441959
wiki	cs	neural	prec2.lower	bleu.lower.stem.depunc	0.9833333333333333
wiki	cs	neural	prec2.lower	prec1.lower	0.9790880682441959
wiki	cs	neural	prec2.lower	prec1.lower.stem	0.9666666666666667
wiki	cs	neural	prec2.lower	prec1.lower.depunc	0.9833333333333333
wiki	cs	neural	prec2.lower	prec1.lower.stem.depunc	0.9833333333333333
wiki	cs	neural	prec2.lower	prec2.lower.stem	1.0
wiki	cs	neural	prec2.lower	prec2.lower.depunc	0.9958246164193105
wiki	cs	neural	prec2.lower	prec2.lower.stem.depunc	1.0
wiki	cs	neural	prec2.lower	prec3.lower	1.0
wiki	cs	neural	prec2.lower	prec3.lower.stem	1.0
wiki	cs	neural	prec2.lower	prec3.lower.depunc	1.0
wiki	cs	neural	prec2.lower	prec3.lower.stem.depunc	1.0
wiki	cs	neural	prec2.lower	prec4.lower	1.0
wiki	cs	neural	prec2.lower	prec4.lower.stem	1.0
wiki	cs	neural	prec2.lower	prec4.lower.depunc	0.9958246164193105
wiki	cs	neural	prec2.lower	prec4.lower.stem.depunc	1.0
wiki	cs	neural	prec2.lower.stem	size	0.9143368661286193
wiki	cs	neural	prec2.lower.stem	bpe.tokens	0.06846531968814576
wiki	cs	neural	prec2.lower.stem	map	0.65
wiki	cs	neural	prec2.lower.stem	map.gm	0.7235680511449363
wiki	cs	neural	prec2.lower.stem	p.5	0.7227145938617754
wiki	cs	neural	prec2.lower.stem	p.10	0.7333333333333334
wiki	cs	neural	prec2.lower.stem	r.10	0.7333333333333334
wiki	cs	neural	prec2.lower.stem	rbo	0.8166666666666667
wiki	cs	neural	prec2.lower.stem	ndcg	0.7
wiki	cs	neural	prec2.lower.stem	bleu.lower	0.9790880682441959
wiki	cs	neural	prec2.lower.stem	bleu.lower.stem	0.9833333333333333
wiki	cs	neural	prec2.lower.stem	bleu.lower.depunc	0.9790880682441959
wiki	cs	neural	prec2.lower.stem	bleu.lower.stem.depunc	0.9833333333333333
wiki	cs	neural	prec2.lower.stem	prec1.lower	0.9790880682441959
wiki	cs	neural	prec2.lower.stem	prec1.lower.stem	0.9666666666666667
wiki	cs	neural	prec2.lower.stem	prec1.lower.depunc	0.9833333333333333
wiki	cs	neural	prec2.lower.stem	prec1.lower.stem.depunc	0.9833333333333333
wiki	cs	neural	prec2.lower.stem	prec2.lower	1.0
wiki	cs	neural	prec2.lower.stem	prec2.lower.depunc	0.9958246164193105
wiki	cs	neural	prec2.lower.stem	prec2.lower.stem.depunc	1.0
wiki	cs	neural	prec2.lower.stem	prec3.lower	1.0
wiki	cs	neural	prec2.lower.stem	prec3.lower.stem	1.0
wiki	cs	neural	prec2.lower.stem	prec3.lower.depunc	1.0
wiki	cs	neural	prec2.lower.stem	prec3.lower.stem.depunc	1.0
wiki	cs	neural	prec2.lower.stem	prec4.lower	1.0
wiki	cs	neural	prec2.lower.stem	prec4.lower.stem	1.0
wiki	cs	neural	prec2.lower.stem	prec4.lower.depunc	0.9958246164193105
wiki	cs	neural	prec2.lower.stem	prec4.lower.stem.depunc	1.0
wiki	cs	neural	prec2.lower.depunc	size	0.9095085938862487
wiki	cs	neural	prec2.lower.depunc	bpe.tokens	0.0802111184899685
wiki	cs	neural	prec2.lower.depunc	map	0.6443571047419068
wiki	cs	neural	prec2.lower.depunc	map.gm	0.7180536351958
wiki	cs	neural	prec2.lower.depunc	p.5	0.7173059633352561
wiki	cs	neural	prec2.lower.depunc	p.10	0.728039845617479
wiki	cs	neural	prec2.lower.depunc	r.10	0.728039845617479
wiki	cs	neural	prec2.lower.depunc	rbo	0.8117225864930513
wiki	cs	neural	prec2.lower.depunc	ndcg	0.6945667492672501
wiki	cs	neural	prec2.lower.depunc	bleu.lower	0.9747899159663866
wiki	cs	neural	prec2.lower.depunc	bleu.lower.stem	0.9790880682441959
wiki	cs	neural	prec2.lower.depunc	bleu.lower.depunc	0.9747899159663866
wiki	cs	neural	prec2.lower.depunc	bleu.lower.stem.depunc	0.9790880682441959
wiki	cs	neural	prec2.lower.depunc	prec1.lower	0.9915966386554623
wiki	cs	neural	prec2.lower.depunc	prec1.lower.stem	0.9790880682441959
wiki	cs	neural	prec2.lower.depunc	prec1.lower.depunc	0.9958246164193105
wiki	cs	neural	prec2.lower.depunc	prec1.lower.stem.depunc	0.9958246164193105
wiki	cs	neural	prec2.lower.depunc	prec2.lower	0.9958246164193105
wiki	cs	neural	prec2.lower.depunc	prec2.lower.stem	0.9958246164193105
wiki	cs	neural	prec2.lower.depunc	prec2.lower.stem.depunc	0.9958246164193105
wiki	cs	neural	prec2.lower.depunc	prec3.lower	0.9958246164193105
wiki	cs	neural	prec2.lower.depunc	prec3.lower.stem	0.9958246164193105
wiki	cs	neural	prec2.lower.depunc	prec3.lower.depunc	0.9958246164193105
wiki	cs	neural	prec2.lower.depunc	prec3.lower.stem.depunc	0.9958246164193105
wiki	cs	neural	prec2.lower.depunc	prec4.lower	0.9958246164193105
wiki	cs	neural	prec2.lower.depunc	prec4.lower.stem	0.9958246164193105
wiki	cs	neural	prec2.lower.depunc	prec4.lower.depunc	0.9915966386554623
wiki	cs	neural	prec2.lower.depunc	prec4.lower.stem.depunc	0.9958246164193105
wiki	cs	neural	prec2.lower.stem.depunc	size	0.9143368661286193
wiki	cs	neural	prec2.lower.stem.depunc	bpe.tokens	0.06846531968814576
wiki	cs	neural	prec2.lower.stem.depunc	map	0.65
wiki	cs	neural	prec2.lower.stem.depunc	map.gm	0.7235680511449363
wiki	cs	neural	prec2.lower.stem.depunc	p.5	0.7227145938617754
wiki	cs	neural	prec2.lower.stem.depunc	p.10	0.7333333333333334
wiki	cs	neural	prec2.lower.stem.depunc	r.10	0.7333333333333334
wiki	cs	neural	prec2.lower.stem.depunc	rbo	0.8166666666666667
wiki	cs	neural	prec2.lower.stem.depunc	ndcg	0.7
wiki	cs	neural	prec2.lower.stem.depunc	bleu.lower	0.9790880682441959
wiki	cs	neural	prec2.lower.stem.depunc	bleu.lower.stem	0.9833333333333333
wiki	cs	neural	prec2.lower.stem.depunc	bleu.lower.depunc	0.9790880682441959
wiki	cs	neural	prec2.lower.stem.depunc	bleu.lower.stem.depunc	0.9833333333333333
wiki	cs	neural	prec2.lower.stem.depunc	prec1.lower	0.9790880682441959
wiki	cs	neural	prec2.lower.stem.depunc	prec1.lower.stem	0.9666666666666667
wiki	cs	neural	prec2.lower.stem.depunc	prec1.lower.depunc	0.9833333333333333
wiki	cs	neural	prec2.lower.stem.depunc	prec1.lower.stem.depunc	0.9833333333333333
wiki	cs	neural	prec2.lower.stem.depunc	prec2.lower	1.0
wiki	cs	neural	prec2.lower.stem.depunc	prec2.lower.stem	1.0
wiki	cs	neural	prec2.lower.stem.depunc	prec2.lower.depunc	0.9958246164193105
wiki	cs	neural	prec2.lower.stem.depunc	prec3.lower	1.0
wiki	cs	neural	prec2.lower.stem.depunc	prec3.lower.stem	1.0
wiki	cs	neural	prec2.lower.stem.depunc	prec3.lower.depunc	1.0
wiki	cs	neural	prec2.lower.stem.depunc	prec3.lower.stem.depunc	1.0
wiki	cs	neural	prec2.lower.stem.depunc	prec4.lower	1.0
wiki	cs	neural	prec2.lower.stem.depunc	prec4.lower.stem	1.0
wiki	cs	neural	prec2.lower.stem.depunc	prec4.lower.depunc	0.9958246164193105
wiki	cs	neural	prec2.lower.stem.depunc	prec4.lower.stem.depunc	1.0
wiki	cs	neural	prec3.lower	size	0.9143368661286193
wiki	cs	neural	prec3.lower	bpe.tokens	0.06846531968814576
wiki	cs	neural	prec3.lower	map	0.65
wiki	cs	neural	prec3.lower	map.gm	0.7235680511449363
wiki	cs	neural	prec3.lower	p.5	0.7227145938617754
wiki	cs	neural	prec3.lower	p.10	0.7333333333333334
wiki	cs	neural	prec3.lower	r.10	0.7333333333333334
wiki	cs	neural	prec3.lower	rbo	0.8166666666666667
wiki	cs	neural	prec3.lower	ndcg	0.7
wiki	cs	neural	prec3.lower	bleu.lower	0.9790880682441959
wiki	cs	neural	prec3.lower	bleu.lower.stem	0.9833333333333333
wiki	cs	neural	prec3.lower	bleu.lower.depunc	0.9790880682441959
wiki	cs	neural	prec3.lower	bleu.lower.stem.depunc	0.9833333333333333
wiki	cs	neural	prec3.lower	prec1.lower	0.9790880682441959
wiki	cs	neural	prec3.lower	prec1.lower.stem	0.9666666666666667
wiki	cs	neural	prec3.lower	prec1.lower.depunc	0.9833333333333333
wiki	cs	neural	prec3.lower	prec1.lower.stem.depunc	0.9833333333333333
wiki	cs	neural	prec3.lower	prec2.lower	1.0
wiki	cs	neural	prec3.lower	prec2.lower.stem	1.0
wiki	cs	neural	prec3.lower	prec2.lower.depunc	0.9958246164193105
wiki	cs	neural	prec3.lower	prec2.lower.stem.depunc	1.0
wiki	cs	neural	prec3.lower	prec3.lower.stem	1.0
wiki	cs	neural	prec3.lower	prec3.lower.depunc	1.0
wiki	cs	neural	prec3.lower	prec3.lower.stem.depunc	1.0
wiki	cs	neural	prec3.lower	prec4.lower	1.0
wiki	cs	neural	prec3.lower	prec4.lower.stem	1.0
wiki	cs	neural	prec3.lower	prec4.lower.depunc	0.9958246164193105
wiki	cs	neural	prec3.lower	prec4.lower.stem.depunc	1.0
wiki	cs	neural	prec3.lower.stem	size	0.9143368661286193
wiki	cs	neural	prec3.lower.stem	bpe.tokens	0.06846531968814576
wiki	cs	neural	prec3.lower.stem	map	0.65
wiki	cs	neural	prec3.lower.stem	map.gm	0.7235680511449363
wiki	cs	neural	prec3.lower.stem	p.5	0.7227145938617754
wiki	cs	neural	prec3.lower.stem	p.10	0.7333333333333334
wiki	cs	neural	prec3.lower.stem	r.10	0.7333333333333334
wiki	cs	neural	prec3.lower.stem	rbo	0.8166666666666667
wiki	cs	neural	prec3.lower.stem	ndcg	0.7
wiki	cs	neural	prec3.lower.stem	bleu.lower	0.9790880682441959
wiki	cs	neural	prec3.lower.stem	bleu.lower.stem	0.9833333333333333
wiki	cs	neural	prec3.lower.stem	bleu.lower.depunc	0.9790880682441959
wiki	cs	neural	prec3.lower.stem	bleu.lower.stem.depunc	0.9833333333333333
wiki	cs	neural	prec3.lower.stem	prec1.lower	0.9790880682441959
wiki	cs	neural	prec3.lower.stem	prec1.lower.stem	0.9666666666666667
wiki	cs	neural	prec3.lower.stem	prec1.lower.depunc	0.9833333333333333
wiki	cs	neural	prec3.lower.stem	prec1.lower.stem.depunc	0.9833333333333333
wiki	cs	neural	prec3.lower.stem	prec2.lower	1.0
wiki	cs	neural	prec3.lower.stem	prec2.lower.stem	1.0
wiki	cs	neural	prec3.lower.stem	prec2.lower.depunc	0.9958246164193105
wiki	cs	neural	prec3.lower.stem	prec2.lower.stem.depunc	1.0
wiki	cs	neural	prec3.lower.stem	prec3.lower	1.0
wiki	cs	neural	prec3.lower.stem	prec3.lower.depunc	1.0
wiki	cs	neural	prec3.lower.stem	prec3.lower.stem.depunc	1.0
wiki	cs	neural	prec3.lower.stem	prec4.lower	1.0
wiki	cs	neural	prec3.lower.stem	prec4.lower.stem	1.0
wiki	cs	neural	prec3.lower.stem	prec4.lower.depunc	0.9958246164193105
wiki	cs	neural	prec3.lower.stem	prec4.lower.stem.depunc	1.0
wiki	cs	neural	prec3.lower.depunc	size	0.9143368661286193
wiki	cs	neural	prec3.lower.depunc	bpe.tokens	0.06846531968814576
wiki	cs	neural	prec3.lower.depunc	map	0.65
wiki	cs	neural	prec3.lower.depunc	map.gm	0.7235680511449363
wiki	cs	neural	prec3.lower.depunc	p.5	0.7227145938617754
wiki	cs	neural	prec3.lower.depunc	p.10	0.7333333333333334
wiki	cs	neural	prec3.lower.depunc	r.10	0.7333333333333334
wiki	cs	neural	prec3.lower.depunc	rbo	0.8166666666666667
wiki	cs	neural	prec3.lower.depunc	ndcg	0.7
wiki	cs	neural	prec3.lower.depunc	bleu.lower	0.9790880682441959
wiki	cs	neural	prec3.lower.depunc	bleu.lower.stem	0.9833333333333333
wiki	cs	neural	prec3.lower.depunc	bleu.lower.depunc	0.9790880682441959
wiki	cs	neural	prec3.lower.depunc	bleu.lower.stem.depunc	0.9833333333333333
wiki	cs	neural	prec3.lower.depunc	prec1.lower	0.9790880682441959
wiki	cs	neural	prec3.lower.depunc	prec1.lower.stem	0.9666666666666667
wiki	cs	neural	prec3.lower.depunc	prec1.lower.depunc	0.9833333333333333
wiki	cs	neural	prec3.lower.depunc	prec1.lower.stem.depunc	0.9833333333333333
wiki	cs	neural	prec3.lower.depunc	prec2.lower	1.0
wiki	cs	neural	prec3.lower.depunc	prec2.lower.stem	1.0
wiki	cs	neural	prec3.lower.depunc	prec2.lower.depunc	0.9958246164193105
wiki	cs	neural	prec3.lower.depunc	prec2.lower.stem.depunc	1.0
wiki	cs	neural	prec3.lower.depunc	prec3.lower	1.0
wiki	cs	neural	prec3.lower.depunc	prec3.lower.stem	1.0
wiki	cs	neural	prec3.lower.depunc	prec3.lower.stem.depunc	1.0
wiki	cs	neural	prec3.lower.depunc	prec4.lower	1.0
wiki	cs	neural	prec3.lower.depunc	prec4.lower.stem	1.0
wiki	cs	neural	prec3.lower.depunc	prec4.lower.depunc	0.9958246164193105
wiki	cs	neural	prec3.lower.depunc	prec4.lower.stem.depunc	1.0
wiki	cs	neural	prec3.lower.stem.depunc	size	0.9143368661286193
wiki	cs	neural	prec3.lower.stem.depunc	bpe.tokens	0.06846531968814576
wiki	cs	neural	prec3.lower.stem.depunc	map	0.65
wiki	cs	neural	prec3.lower.stem.depunc	map.gm	0.7235680511449363
wiki	cs	neural	prec3.lower.stem.depunc	p.5	0.7227145938617754
wiki	cs	neural	prec3.lower.stem.depunc	p.10	0.7333333333333334
wiki	cs	neural	prec3.lower.stem.depunc	r.10	0.7333333333333334
wiki	cs	neural	prec3.lower.stem.depunc	rbo	0.8166666666666667
wiki	cs	neural	prec3.lower.stem.depunc	ndcg	0.7
wiki	cs	neural	prec3.lower.stem.depunc	bleu.lower	0.9790880682441959
wiki	cs	neural	prec3.lower.stem.depunc	bleu.lower.stem	0.9833333333333333
wiki	cs	neural	prec3.lower.stem.depunc	bleu.lower.depunc	0.9790880682441959
wiki	cs	neural	prec3.lower.stem.depunc	bleu.lower.stem.depunc	0.9833333333333333
wiki	cs	neural	prec3.lower.stem.depunc	prec1.lower	0.9790880682441959
wiki	cs	neural	prec3.lower.stem.depunc	prec1.lower.stem	0.9666666666666667
wiki	cs	neural	prec3.lower.stem.depunc	prec1.lower.depunc	0.9833333333333333
wiki	cs	neural	prec3.lower.stem.depunc	prec1.lower.stem.depunc	0.9833333333333333
wiki	cs	neural	prec3.lower.stem.depunc	prec2.lower	1.0
wiki	cs	neural	prec3.lower.stem.depunc	prec2.lower.stem	1.0
wiki	cs	neural	prec3.lower.stem.depunc	prec2.lower.depunc	0.9958246164193105
wiki	cs	neural	prec3.lower.stem.depunc	prec2.lower.stem.depunc	1.0
wiki	cs	neural	prec3.lower.stem.depunc	prec3.lower	1.0
wiki	cs	neural	prec3.lower.stem.depunc	prec3.lower.stem	1.0
wiki	cs	neural	prec3.lower.stem.depunc	prec3.lower.depunc	1.0
wiki	cs	neural	prec3.lower.stem.depunc	prec4.lower	1.0
wiki	cs	neural	prec3.lower.stem.depunc	prec4.lower.stem	1.0
wiki	cs	neural	prec3.lower.stem.depunc	prec4.lower.depunc	0.9958246164193105
wiki	cs	neural	prec3.lower.stem.depunc	prec4.lower.stem.depunc	1.0
wiki	cs	neural	prec4.lower	size	0.9143368661286193
wiki	cs	neural	prec4.lower	bpe.tokens	0.06846531968814576
wiki	cs	neural	prec4.lower	map	0.65
wiki	cs	neural	prec4.lower	map.gm	0.7235680511449363
wiki	cs	neural	prec4.lower	p.5	0.7227145938617754
wiki	cs	neural	prec4.lower	p.10	0.7333333333333334
wiki	cs	neural	prec4.lower	r.10	0.7333333333333334
wiki	cs	neural	prec4.lower	rbo	0.8166666666666667
wiki	cs	neural	prec4.lower	ndcg	0.7
wiki	cs	neural	prec4.lower	bleu.lower	0.9790880682441959
wiki	cs	neural	prec4.lower	bleu.lower.stem	0.9833333333333333
wiki	cs	neural	prec4.lower	bleu.lower.depunc	0.9790880682441959
wiki	cs	neural	prec4.lower	bleu.lower.stem.depunc	0.9833333333333333
wiki	cs	neural	prec4.lower	prec1.lower	0.9790880682441959
wiki	cs	neural	prec4.lower	prec1.lower.stem	0.9666666666666667
wiki	cs	neural	prec4.lower	prec1.lower.depunc	0.9833333333333333
wiki	cs	neural	prec4.lower	prec1.lower.stem.depunc	0.9833333333333333
wiki	cs	neural	prec4.lower	prec2.lower	1.0
wiki	cs	neural	prec4.lower	prec2.lower.stem	1.0
wiki	cs	neural	prec4.lower	prec2.lower.depunc	0.9958246164193105
wiki	cs	neural	prec4.lower	prec2.lower.stem.depunc	1.0
wiki	cs	neural	prec4.lower	prec3.lower	1.0
wiki	cs	neural	prec4.lower	prec3.lower.stem	1.0
wiki	cs	neural	prec4.lower	prec3.lower.depunc	1.0
wiki	cs	neural	prec4.lower	prec3.lower.stem.depunc	1.0
wiki	cs	neural	prec4.lower	prec4.lower.stem	1.0
wiki	cs	neural	prec4.lower	prec4.lower.depunc	0.9958246164193105
wiki	cs	neural	prec4.lower	prec4.lower.stem.depunc	1.0
wiki	cs	neural	prec4.lower.stem	size	0.9143368661286193
wiki	cs	neural	prec4.lower.stem	bpe.tokens	0.06846531968814576
wiki	cs	neural	prec4.lower.stem	map	0.65
wiki	cs	neural	prec4.lower.stem	map.gm	0.7235680511449363
wiki	cs	neural	prec4.lower.stem	p.5	0.7227145938617754
wiki	cs	neural	prec4.lower.stem	p.10	0.7333333333333334
wiki	cs	neural	prec4.lower.stem	r.10	0.7333333333333334
wiki	cs	neural	prec4.lower.stem	rbo	0.8166666666666667
wiki	cs	neural	prec4.lower.stem	ndcg	0.7
wiki	cs	neural	prec4.lower.stem	bleu.lower	0.9790880682441959
wiki	cs	neural	prec4.lower.stem	bleu.lower.stem	0.9833333333333333
wiki	cs	neural	prec4.lower.stem	bleu.lower.depunc	0.9790880682441959
wiki	cs	neural	prec4.lower.stem	bleu.lower.stem.depunc	0.9833333333333333
wiki	cs	neural	prec4.lower.stem	prec1.lower	0.9790880682441959
wiki	cs	neural	prec4.lower.stem	prec1.lower.stem	0.9666666666666667
wiki	cs	neural	prec4.lower.stem	prec1.lower.depunc	0.9833333333333333
wiki	cs	neural	prec4.lower.stem	prec1.lower.stem.depunc	0.9833333333333333
wiki	cs	neural	prec4.lower.stem	prec2.lower	1.0
wiki	cs	neural	prec4.lower.stem	prec2.lower.stem	1.0
wiki	cs	neural	prec4.lower.stem	prec2.lower.depunc	0.9958246164193105
wiki	cs	neural	prec4.lower.stem	prec2.lower.stem.depunc	1.0
wiki	cs	neural	prec4.lower.stem	prec3.lower	1.0
wiki	cs	neural	prec4.lower.stem	prec3.lower.stem	1.0
wiki	cs	neural	prec4.lower.stem	prec3.lower.depunc	1.0
wiki	cs	neural	prec4.lower.stem	prec3.lower.stem.depunc	1.0
wiki	cs	neural	prec4.lower.stem	prec4.lower	1.0
wiki	cs	neural	prec4.lower.stem	prec4.lower.depunc	0.9958246164193105
